"Bus","Direction","coord_x","coord_y","Arret","Code"
"78","Humanite","0.0","0.0","Gare du Midi","1123"
"78","Humanite","0.0","0.0","Bara","6806"
"78","Humanite","50.835641","4.331204","Eloy","3800"
"78","Humanite","50.833098","4.327990","Veterinaires","3802"
"78","Humanite","50.832053","4.324230","Deux Gares","3804"
"78","Humanite","50.830458","4.319426","Petite Ile","3805"
"78","Humanite","0.0","0.0","Bruxelles X","3803"
"78","Humanite","50.823468","4.308548","Digue du Canal","3808"
"78","Humanite","50.820529","4.308197","Labeur","3812"
"78","Humanite","50.816699","4.307634","Boulevard International","3853"
"78","Humanite","50.813705","4.306968","Bollinckx","3810"
"78","Humanite","50.810288","4.305160","Mozart","3814"
"79","Schuman","0.0","0.0","Crainhem","2033"
"79","Schuman","50.850255","4.458513","Mounier","2041"
"79","Schuman","50.850690","4.454112","Auditoires-UCL","2042"
"79","Schuman","50.851276","4.451528","Cliniques-UCL","2043"
"79","Schuman","50.854452","4.447756","Hof Ter Musschen","9853"
"79","Schuman","50.853935","4.443430","Thiry-Woluwe","2028"
"79","Schuman","50.855610","4.438959","Marcel Thiry","1531"
"79","Schuman","0.0","0.0","Tractebel","1532"
"79","Schuman","50.859190","4.358469","Gulledelle","1536"
"79","Schuman","50.854699","4.425119","Andromede","3920"
"79","Schuman","50.855157","4.420893","Capricorne","3902"
"79","Schuman","50.854016","4.418262","Pleiades","3903"
"79","Schuman","50.854499","4.414556","Carene","3904"
"79","Schuman","50.852523","4.409583","Colonel Bourg","3905"
"79","Schuman","0.0","0.0","RTBF","1549"
"79","Schuman","0.0","0.0","Diamant","1461"
"79","Schuman","50.847998","4.398087","Victor Hugo","1462"
"79","Schuman","50.847060","4.393260","De Jamblinne de Meux","6055"
"79","Schuman","50.846985","4.390915","Gueux","1463"
"79","Schuman","50.845282","4.386558","Michel-Ange","1464"
"79","Crainhem","0.0","0.0","Schuman","1474"
"79","Crainhem","0.0","0.0","Schuman","1418"
"79","Crainhem","0.0","0.0","Michel-Ange","1402"
"79","Crainhem","50.847115","4.391358","Gueux","1419"
"79","Crainhem","50.847236","4.393729","De Jamblinne de Meux","1403"
"79","Crainhem","50.847707","4.397407","Victor Hugo","1404"
"79","Crainhem","0.0","0.0","Diamant","4554"
"79","Crainhem","0.0","0.0","RTBF","4550"
"79","Crainhem","50.852440","4.409463","Colonel Bourg","3956"
"79","Crainhem","50.854704","4.415206","Carene","3957"
"79","Crainhem","50.853929","4.418145","Pleiades","3958"
"79","Crainhem","50.855180","4.421039","Capricorne","3959"
"79","Crainhem","50.854456","4.425251","Andromede","3962"
"79","Crainhem","50.852420","4.351157","Gulledelle","3465"
"79","Crainhem","0.0","0.0","Tractebel","3464"
"79","Crainhem","50.854788","4.440301","Marcel Thiry","1551"
"79","Crainhem","50.854805","4.445186","Thiry-Woluwe","2022"
"79","Crainhem","0.0","0.0","Hof Ter Musschen","2044"
"79","Crainhem","50.851204","4.451656","Cliniques-UCL","2037"
"79","Crainhem","50.850663","4.454183","Auditoires-UCL","2038"
"79","Crainhem","50.850310","4.457931","Mounier","2039"
"80","Maes","0.0","0.0","Porte de Namur","1705"
"80","Maes","0.0","0.0","Trone","1130"
"80","Maes","50.839842","4.369371","Science","1729"
"80","Maes","0.0","0.0","Luxembourg","1907"
"80","Maes","50.825241","4.338686","Parnasse","1708"
"80","Maes","50.835745","4.377170","Museum","1728"
"80","Maes","50.836107","4.380853","Etangs","3160"
"80","Maes","50.836751","4.386451","Leman","3953"
"80","Maes","50.838062","4.392801","Gaulois","1135"
"80","Maes","50.839216","4.398528","Merode","1136"
"80","Maes","0.0","0.0","Montgomery","1137"
"80","Maes","50.838804","4.408276","Ichec","1113"
"80","Maes","50.842148","4.406718","Georges Henri","1139"
"80","Maes","50.843639","4.411958","Degrooff","1140"
"80","Maes","50.845080","4.417254","Meudon","1141"
"80","Maes","50.849058","4.417147","Heydenberg","3954"
"80","Maes","50.850804","4.410228","Fevrier","3952"
"80","Maes","50.852440","4.409463","Colonel Bourg","3956"
"80","Maes","50.854704","4.415206","Carene","3957"
"80","Maes","50.859714","4.414957","Paduwa","3272"
"80","Maes","50.861570","4.415903","Artemis","3273"
"80","Maes","50.864218","4.418716","Cimetiere de Bruxelles","3274"
"80","Maes","50.865371","4.422078","Diablotins","3285"
"80","Maes","50.870754","4.418774","Jules Bordet","3276"
"80","Maes","0.0","0.0","Germinal","3277"
"80","Maes","0.0","0.0","Bordet Station","3213"
"80","Maes","50.881753","4.416944","Sabca","3279"
"80","Maes","50.884148","4.421197","Middelweg","3280"
"80","Porte de Namur","50.886466","4.429606","Maes","3201"
"80","Porte de Namur","50.888347","4.425160","Aerodrome","3199"
"80","Porte de Namur","50.883549","4.419967","Middelweg","3203"
"80","Porte de Namur","50.881959","4.417138","Sabca","3204"
"80","Porte de Namur","50.878191","4.410322","Bordet Station","3214"
"80","Porte de Namur","0.0","0.0","Germinal","3206"
"80","Porte de Namur","50.870901","4.418774","Jules Bordet","9311"
"80","Porte de Namur","50.870623","4.418589","Jules Bordet","3207"
"80","Porte de Namur","50.865434","4.421794","Diablotins","3200"
"80","Porte de Namur","0.0","0.0","Cimetiere de Bruxelles","3209"
"80","Porte de Namur","0.0","0.0","Artemis","3210"
"80","Porte de Namur","50.858891","4.413634","Paduwa","3898"
"80","Porte de Namur","50.854499","4.414556","Carene","3904"
"80","Porte de Namur","50.852523","4.409583","Colonel Bourg","3905"
"80","Porte de Namur","50.850669","4.411340","Fevrier","3906"
"80","Porte de Namur","50.849013","4.416848","Heydenberg","3908"
"80","Porte de Namur","50.844896","4.416770","Meudon","1152"
"80","Porte de Namur","50.843612","4.411504","Degrooff","1153"
"80","Porte de Namur","50.841746","4.406374","Georges Henri","1154"
"80","Porte de Namur","0.0","0.0","Montgomery","1155"
"80","Porte de Namur","50.839607","4.398226","Merode","1156"
"80","Porte de Namur","50.838242","4.392106","Gaulois","1159"
"80","Porte de Namur","50.836831","4.387349","Leman","3912"
"80","Porte de Namur","0.0","0.0","Jourdan","3158"
"80","Porte de Namur","0.0","0.0","Senghor","3917"
"80","Porte de Namur","0.0","0.0","Museum","1769"
"80","Porte de Namur","0.0","0.0","Parnasse","1982"
"80","Porte de Namur","0.0","0.0","Luxembourg","4367"
"80","Porte de Namur","50.839925","4.369258","Science","1776"
"80","Porte de Namur","0.0","0.0","Trone","1163"
"80","Porte de Namur","0.0","0.0","Porte de Namur","3504"
"84","Heysel","50.854243","4.323354","Beekkant","4014"
"84","Heysel","50.852158","4.316237","Joseph Baeck","3231"
"84","Heysel","50.851463","4.311353","Dubois","3232"
"84","Heysel","50.851039","4.307562","Tamaris","3233"
"84","Heysel","50.852694","4.307324","Condor","3239"
"84","Heysel","50.855659","4.306405","Candries","3235"
"84","Heysel","50.856905","4.303529","Thym","3236"
"84","Heysel","50.855485","4.298627","Hoogbosch","4653"
"84","Heysel","50.855293","4.294973","Elbers","4655"
"84","Heysel","50.856278","4.289902","Cimetieres","4656"
"84","Heysel","50.860250","4.288191","Maricolles","4657"
"84","Heysel","0.0","0.0","Broek","4661"
"84","Heysel","0.0","0.0","Sept Etoiles","1193"
"84","Heysel","50.866943","4.281332","Hunderenveld","1195"
"84","Heysel","50.869753","4.288799","Parc Monnet","1196"
"84","Heysel","50.870405","4.291299","Berchem-Shopping","4059"
"84","Heysel","0.0","0.0","Berchem Station","4061"
"84","Heysel","50.873513","4.295042","Bois des Iles","4062"
"84","Heysel","50.872707","4.298342","Basilix","4101"
"84","Heysel","50.875628","4.300155","Chopin","4109"
"84","Heysel","50.877186","4.301063","Ganshoren-Sport","4115"
"84","Heysel","50.878173","4.304293","Het Veroost","4103"
"84","Heysel","50.876354","4.306682","Neuberger","4104"
"84","Heysel","50.874039","4.310287","Lowet","4112"
"84","Heysel","50.872429","4.313118","Nereus","4105"
"84","Heysel","0.0","0.0","Van Page","4063"
"84","Heysel","50.876241","4.317873","Square du Centenaire","9103"
"84","Heysel","0.0","0.0","De Rivieren","4065"
"84","Heysel","0.0","0.0","Dieleghem","4064"
"84","Heysel","0.0","0.0","Laerbeek-UZ Brussel","4070"
"84","Heysel","50.844659","4.359615","Pompiers-UZ Brussel","1003"
"84","Heysel","0.0","0.0","Arbre Ballon-Heymbosch","4071"
"84","Heysel","0.0","0.0","De Heyn","4072"
"84","Heysel","0.0","0.0","Cite Modele 4","4069"
"84","Heysel","50.893859","4.326119","Palfyn","4261"
"84","Heysel","50.896020","4.327080","Amethyste","4268"
"84","Heysel","0.0","0.0","Roi Baudouin","4269"
"84","Heysel","0.0","0.0","Vieillesse Heureuse","4652"
"84","Beekant","0.0","0.0","Heysel","4264"
"84","Beekant","0.0","0.0","Roi Baudouin","4227"
"84","Beekant","50.895888","4.327036","Amethyste","4228"
"84","Beekant","0.0","0.0","Palfyn","4205"
"84","Beekant","0.0","0.0","Cite Modele 4","4221"
"84","Beekant","0.0","0.0","De Heyn","4223"
"84","Beekant","0.0","0.0","Arbre Ballon-Heymbosch","4224"
"84","Beekant","0.0","0.0","Pompiers-UZ Brussel","1075"
"84","Beekant","0.0","0.0","Laerbeek-UZ Brussel","4225"
"84","Beekant","50.813061","4.324730","Dieleghem","1078"
"84","Beekant","0.0","0.0","De Rivieren","1079"
"84","Beekant","0.0","0.0","Square du Centenaire","1012"
"84","Beekant","0.0","0.0","Van Page","4164"
"84","Beekant","50.872601","4.313090","Nereus","4158"
"84","Beekant","50.874249","4.310166","Lowet","4163"
"84","Beekant","50.876054","4.307227","Neuberger","4159"
"84","Beekant","50.878261","4.304038","Het Veroost","4160"
"84","Beekant","50.877078","4.300879","Ganshoren-Sport","4168"
"84","Beekant","50.874641","4.299862","Chopin","4169"
"84","Beekant","50.872806","4.297930","Basilix","4162"
"84","Beekant","50.873883","4.294419","Bois des Iles","4165"
"84","Beekant","0.0","0.0","Berchem Station","4170"
"84","Beekant","0.0","0.0","Berchem-Shopping","4002"
"84","Beekant","50.869995","4.288174","Parc Monnet","1099"
"84","Beekant","0.0","0.0","Hunderenveld","1100"
"84","Beekant","0.0","0.0","Sept Etoiles","1102"
"84","Beekant","50.862838","4.287581","Broek","4598"
"84","Beekant","50.860098","4.288077","Maricolles","4599"
"84","Beekant","50.856090","4.289959","Cimetieres","4600"
"84","Beekant","0.0","0.0","Elbers","4660"
"84","Beekant","50.855239","4.295158","Elbers","4601"
"84","Beekant","50.855440","4.298708","Hoogbosch","4602"
"84","Beekant","50.856714","4.302963","Thym","4658"
"84","Beekant","50.855632","4.306249","Candries","4659"
"84","Beekant","50.852395","4.307222","Condor","3238"
"84","Beekant","50.850913","4.307675","Tamaris","3252"
"84","Beekant","50.851356","4.311680","Dubois","3281"
"84","Beekant","0.0","0.0","Joseph Baeck","4013"
"85","Delacroix","0.0","0.0","Berchem Station","4001"
"85","Delacroix","0.0","0.0","Berchem-Shopping","4002"
"85","Delacroix","0.0","0.0","Alcyons","4003"
"85","Delacroix","0.0","0.0","Schweitzer","6029"
"85","Delacroix","0.0","0.0","Genot","4005"
"85","Delacroix","0.0","0.0","Van Zande","4006"
"85","Delacroix","0.0","0.0","Cimetiere Molenbeek","4007"
"85","Delacroix","0.0","0.0","Karreveld","4008"
"85","Delacroix","0.0","0.0","Mennekens","4012"
"85","Delacroix","0.0","0.0","Joseph Baeck","4013"
"85","Delacroix","0.0","0.0","Beekkant","4015"
"85","Delacroix","0.0","0.0","Joseph Baeck","4020"
"85","Delacroix","50.848843","4.321694","Gare de l'Ouest","3253"
"85","Delacroix","50.841632","4.364819","Delacroix","1124"
"85","Berchem Station","50.845922","4.323329","Delacroix","1178"
"85","Berchem Station","50.848852","4.320969","Gare de l'Ouest","3230"
"85","Berchem Station","0.0","0.0","Joseph Baeck","4019"
"85","Berchem Station","0.0","0.0","Beekkant","4018"
"85","Berchem Station","0.0","0.0","Joseph Baeck","6075"
"85","Berchem Station","0.0","0.0","Mennekens","6076"
"85","Berchem Station","0.0","0.0","Karreveld","4053"
"85","Berchem Station","0.0","0.0","Cimetiere Molenbeek","4054"
"85","Berchem Station","0.0","0.0","Van Zande","4055"
"85","Berchem Station","0.0","0.0","Genot","4056"
"85","Berchem Station","0.0","0.0","Schweitzer","4057"
"85","Berchem Station","0.0","0.0","Alcyons","4058"
"85","Berchem Station","50.870405","4.291299","Berchem-Shopping","4059"
"85","Berchem Station","0.0","0.0","Berchem Station","4001"
"87","Simonis","50.872707","4.298342","Basilix","4101"
"87","Simonis","50.875628","4.300155","Chopin","4109"
"87","Simonis","50.877186","4.301063","Ganshoren-Sport","4115"
"87","Simonis","50.878173","4.304293","Het Veroost","4103"
"87","Simonis","50.876354","4.306682","Neuberger","4104"
"87","Simonis","50.874039","4.310287","Lowet","4112"
"87","Simonis","50.872429","4.313118","Nereus","4105"
"87","Simonis","50.870680","4.311557","Sorensen","4106"
"87","Simonis","50.869204","4.310398","Beeckmans","4107"
"87","Simonis","50.868263","4.316066","College Sacre-Coeur","4110"
"87","Simonis","50.867271","4.320070","Riethuisen","2519"
"87","Simonis","50.865071","4.328340","Parc Elisabeth","4116"
"87","Simonis","50.862960","4.330756","Simonis","1112"
"87","Basilix","50.862960","4.330756","Simonis","1112"
"87","Basilix","50.865502","4.327476","Parc Elisabeth","4152"
"87","Basilix","0.0","0.0","Riethuisen","4154"
"87","Basilix","50.868060","4.315424","College Sacre-Coeur","4153"
"87","Basilix","50.869363","4.310688","Beeckmans","4156"
"87","Basilix","50.871043","4.312039","Sorensen","4157"
"87","Basilix","50.872601","4.313090","Nereus","4158"
"87","Basilix","50.874249","4.310166","Lowet","4163"
"87","Basilix","50.876054","4.307227","Neuberger","4159"
"87","Basilix","50.878261","4.304038","Het Veroost","4160"
"87","Basilix","50.877078","4.300879","Ganshoren-Sport","4168"
"87","Basilix","50.874641","4.299862","Chopin","4169"
"87","Basilix","50.872806","4.297930","Basilix","4162"
"88","Heysel","50.851314","4.300802","Machtens","3234"
"88","Heysel","50.852395","4.307222","Condor","3238"
"88","Heysel","50.850913","4.307675","Tamaris","3252"
"88","Heysel","50.851356","4.311680","Dubois","3281"
"88","Heysel","50.852036","4.316437","Joseph Baeck","3282"
"88","Heysel","50.848843","4.321694","Gare de l'Ouest","3253"
"88","Heysel","50.849177","4.326010","Quatre-Vents","3257"
"88","Heysel","0.0","0.0","Duchesse de Brabant","3258"
"88","Heysel","0.0","0.0","Triangle","6648"
"88","Heysel","0.0","0.0","Porte de Ninove","3259"
"88","Heysel","50.852788","4.342186","Porte de Flandre","3260"
"88","Heysel","50.851034","4.345094","Dansaert","3261"
"88","Heysel","0.0","0.0","Bourse","3262"
"88","Heysel","0.0","0.0","Parking 58","2253"
"88","Heysel","0.0","0.0","Beguinage","2267"
"88","Heysel","0.0","0.0","Yser","2235"
"88","Heysel","50.859189","4.354777","Nicolay","2269"
"88","Heysel","0.0","0.0","Wtc","1052"
"88","Heysel","0.0","0.0","Willebroek","1051"
"88","Heysel","50.899278","4.399029","Armateurs","1054"
"88","Heysel","0.0","0.0","Steamers","2304"
"88","Heysel","50.868341","4.353197","Entrepot","2305"
"88","Heysel","0.0","0.0","Dieudonne Lefevre","4252"
"88","Heysel","50.871076","4.344064","Pouchkine","4258"
"88","Heysel","50.874191","4.346915","Nekkersdal","4266"
"88","Heysel","0.0","0.0","Bockstael","2862"
"88","Heysel","0.0","0.0","Breesch","2502"
"88","Heysel","0.0","0.0","Loyaute","2503"
"88","Heysel","50.874395","4.332338","Woeste","2504"
"88","Heysel","0.0","0.0","Leopold I","2505"
"88","Heysel","0.0","0.0","Verbeyst","2515"
"88","Heysel","0.0","0.0","Demineurs","2498"
"88","Heysel","0.0","0.0","Jette Gare","2499"
"88","Heysel","50.882386","4.331153","Lorge","2871"
"88","Heysel","50.885793","4.332671","Hopital Brugmann","2867"
"88","Heysel","0.0","0.0","Crocq","4250"
"88","Heysel","0.0","0.0","Cite Jardin","9044"
"88","Heysel","50.889855","4.328816","Stienon","9047"
"88","Heysel","50.891131","4.325105","Pattijn","4259"
"88","Heysel","0.0","0.0","Tircher","4260"
"88","Heysel","50.893859","4.326119","Palfyn","4261"
"88","Heysel","50.896020","4.327080","Amethyste","4268"
"88","Heysel","0.0","0.0","Roi Baudouin","4269"
"88","Machtens","0.0","0.0","Heysel","4264"
"88","Machtens","0.0","0.0","Roi Baudouin","4227"
"88","Machtens","50.895888","4.327036","Amethyste","4228"
"88","Machtens","0.0","0.0","Palfyn","4205"
"88","Machtens","0.0","0.0","Tircher","4206"
"88","Machtens","50.891014","4.325347","Pattijn","4207"
"88","Machtens","0.0","0.0","Stienon","9048"
"88","Machtens","0.0","0.0","Cite Jardin","9054"
"88","Machtens","50.885316","4.329630","Crocq","4251"
"88","Machtens","0.0","0.0","Hopital Brugmann","2802"
"88","Machtens","50.882851","4.330870","Lorge","2803"
"88","Machtens","0.0","0.0","Jette Gare","2583"
"88","Machtens","0.0","0.0","Demineurs","2584"
"88","Machtens","50.876435","4.330532","Verbeyst","2586"
"88","Machtens","0.0","0.0","Leopold I","2574"
"88","Machtens","50.874710","4.333290","Woeste","2575"
"88","Machtens","0.0","0.0","Loyaute","2576"
"88","Machtens","0.0","0.0","Breesch","9027"
"88","Machtens","0.0","0.0","Bockstael","2202"
"88","Machtens","50.873832","4.346305","Nekkersdal","4267"
"88","Machtens","0.0","0.0","Pouchkine","4271"
"88","Machtens","0.0","0.0","Dieudonne Lefevre","4217"
"88","Machtens","50.868610","4.353112","Entrepot","2370"
"88","Machtens","0.0","0.0","Steamers","2371"
"88","Machtens","50.867597","4.336128","Armateurs","1021"
"88","Machtens","0.0","0.0","Willebroek","1016"
"88","Machtens","0.0","0.0","Wtc","1024"
"88","Machtens","50.858919","4.354478","Nicolay","2209"
"88","Machtens","0.0","0.0","Yser","2236"
"88","Machtens","0.0","0.0","Beguinage","2211"
"88","Machtens","0.0","0.0","Parking 58","2324"
"88","Machtens","50.851241","4.344952","Dansaert","3221"
"88","Machtens","50.853020","4.341841","Porte de Flandre","3222"
"88","Machtens","0.0","0.0","Porte de Ninove","3223"
"88","Machtens","0.0","0.0","Triangle","3228"
"88","Machtens","0.0","0.0","Duchesse de Brabant","3224"
"88","Machtens","50.849177","4.325570","Quatre-Vents","3225"
"88","Machtens","50.848852","4.320969","Gare de l'Ouest","3230"
"88","Machtens","50.852158","4.316237","Joseph Baeck","3231"
"88","Machtens","50.851463","4.311353","Dubois","3232"
"88","Machtens","50.851039","4.307562","Tamaris","3233"
"89","Westland Shopping","0.0","0.0","Pannenhuis","4270"
"89","Westland Shopping","0.0","0.0","Pouchkine","4271"
"89","Westland Shopping","0.0","0.0","Escaut","4212"
"89","Westland Shopping","50.864062","4.344119","Picard","1019"
"89","Westland Shopping","50.859879","4.341212","Ribaucourt","4213"
"89","Westland Shopping","50.858413","4.336782","Merchtem","4214"
"89","Westland Shopping","0.0","0.0","Comte de Flandre","6701"
"89","Westland Shopping","50.855459","4.335186","Borne","6702"
"89","Westland Shopping","50.853178","4.331389","Savonnerie","6706"
"89","Westland Shopping","0.0","0.0","Elephant","1241"
"89","Westland Shopping","0.0","0.0","Duchesse de Brabant","6704"
"89","Westland Shopping","50.845805","4.323060","Delacroix","1117"
"89","Westland Shopping","0.0","0.0","Jacques Brel","1253"
"89","Westland Shopping","0.0","0.0","Veterans Coloniaux","1255"
"89","Westland Shopping","0.0","0.0","Henri Rey","1256"
"89","Westland Shopping","50.843753","4.300032","Paulsen","1257"
"89","Westland Shopping","0.0","0.0","Peterbos","2536"
"89","Westland Shopping","0.0","0.0","Willemyns","1259"
"89","Westland Shopping","50.837572","4.289977","Fruits","1260"
"89","Westland Shopping","50.838385","4.284139","Westland Shopping","1261"
"89","Pannenhuis","0.0","0.0","Westland Shopping","4215"
"89","Pannenhuis","50.837374","4.290288","Fruits","1204"
"89","Pannenhuis","0.0","0.0","Willemyns","1205"
"89","Pannenhuis","0.0","0.0","Peterbos","1206"
"89","Pannenhuis","50.843463","4.300495","Paulsen","1207"
"89","Pannenhuis","0.0","0.0","Henri Rey","1208"
"89","Pannenhuis","0.0","0.0","Veterans Coloniaux","3760"
"89","Pannenhuis","0.0","0.0","Jacques Brel","1211"
"89","Pannenhuis","50.845922","4.323329","Delacroix","1178"
"89","Pannenhuis","0.0","0.0","Duchesse de Brabant","6752"
"89","Pannenhuis","50.851954","4.333500","Elephant","1242"
"89","Pannenhuis","50.854151","4.335549","Borne","6754"
"89","Pannenhuis","50.856013","4.338104","Comte de Flandre","6755"
"89","Pannenhuis","50.859888","4.341493","Ribaucourt","4253"
"89","Pannenhuis","50.864456","4.343166","Picard","1056"
"89","Pannenhuis","0.0","0.0","Escaut","4254"
"89","Pannenhuis","50.871076","4.344064","Pouchkine","4258"
"95","Wiener","0.0","0.0","Bourse","4301"
"95","Wiener","50.829003","4.362507","Saint-Jean","1702"
"95","Wiener","0.0","0.0","Grand Sablon","1703"
"95","Wiener","50.839898","4.355875","Petit Sablon","1128"
"95","Wiener","0.0","0.0","Royale","1129"
"95","Wiener","0.0","0.0","Trone","1130"
"95","Wiener","50.839842","4.369371","Science","1729"
"95","Wiener","0.0","0.0","Luxembourg","1907"
"95","Wiener","0.0","0.0","Parnasse","1908"
"95","Wiener","50.832940","4.374842","Blyckaerts","1909"
"95","Wiener","50.829929","4.378660","Germoir","4303"
"95","Wiener","50.827285","4.381952","Rodin","4304"
"95","Wiener","50.824183","4.385896","Delporte","4305"
"95","Wiener","50.821675","4.388989","Etterbeek Gare","4306"
"95","Wiener","50.817848","4.392422","Thys","4307"
"95","Wiener","50.816011","4.390576","Cimetiere d'Ixelles","3558"
"95","Wiener","50.811687","4.393043","Relais","4308"
"95","Wiener","50.810242","4.397021","Arcades","4309"
"95","Wiener","50.809616","4.403442","Keym","4310"
"95","Wiener","50.805205","4.406721","Vander Elst","4311"
"95","Wiener","0.0","0.0","Ortolans","4312"
"95","Wiener","50.802583","4.412501","Les Trois Tilleuls","4313"
"95","Wiener","50.799796","4.414442","Miraval","4347"
"95","Wiener","50.798535","4.419065","Wiener","4349"
"95","Bourse","50.798677","4.419150","Wiener","4351"
"95","Bourse","50.800227","4.414017","Miraval","4348"
"95","Bourse","50.802745","4.412870","Les Trois Tilleuls","4355"
"95","Bourse","0.0","0.0","Ortolans","4356"
"95","Bourse","50.805415","4.406750","Vander Elst","4357"
"95","Bourse","50.810030","4.403172","Keym","4358"
"95","Bourse","50.810481","4.396748","Arcades","4359"
"95","Bourse","50.812046","4.392405","Relais","4360"
"95","Bourse","50.815966","4.390704","Cimetiere d'Ixelles","3514"
"95","Bourse","50.817530","4.392642","Thys","4362"
"95","Bourse","50.821900","4.388876","Etterbeek Gare","4363"
"95","Bourse","50.824345","4.385783","Delporte","4364"
"95","Bourse","50.827537","4.381838","Rodin","4365"
"95","Bourse","50.829272","4.379696","Germoir","4366"
"95","Bourse","50.833175","4.374767","Blyckaerts","1981"
"95","Bourse","0.0","0.0","Parnasse","1982"
"95","Bourse","0.0","0.0","Luxembourg","4367"
"95","Bourse","50.839925","4.369258","Science","1776"
"95","Bourse","0.0","0.0","Trone","1163"
"95","Bourse","0.0","0.0","Ducale","1164"
"95","Bourse","0.0","0.0","Royale","1165"
"95","Bourse","0.0","0.0","Grand Sablon","1166"
"95","Bourse","0.0","0.0","Saint-Jean","1771"
"95","Bourse","0.0","0.0","Plattesteen","1772"
"98","Heros","0.0","0.0","CERIA","3854"
"98","Heros","50.813705","4.306968","Bollinckx","3810"
"98","Heros","50.810288","4.305160","Mozart","3814"
"98","Heros","0.0","0.0","Pathe","5963"
"98","Heros","0.0","0.0","Dorent","9649"
"98","Heros","50.792767","4.308875","Drogenbos-Shopping","2660"
"98","Heros","50.795119","4.315950","Eggergat","5923"
"98","Heros","0.0","0.0","Carrefour Stalle","5921"
"98","Heros","50.796220","4.324184","Egide van Ophem","5916"
"98","Heros","0.0","0.0","Wagon","5917"
"98","Heros","0.0","0.0","Globe","1985"
"98","Heros","50.803542","4.341571","Heros","5058"
"98","CERIA","50.803306","4.342621","Heros","1951"
"98","CERIA","0.0","0.0","Globe","1984"
"98","CERIA","0.0","0.0","Wagon","5952"
"98","CERIA","50.796311","4.323759","Egide van Ophem","5953"
"98","CERIA","0.0","0.0","Carrefour Stalle","5919"
"98","CERIA","50.794272","4.312968","Eggergat","5922"
"98","CERIA","50.793372","4.309999","Drogenbos-Shopping","2610"
"98","CERIA","0.0","0.0","Dorent","9686"
"98","CERIA","0.0","0.0","Pathe","5964"
"98","CERIA","50.810729","4.305499","Mozart","3815"
"98","CERIA","50.813408","4.307128","Bollinckx","3851"
